player_id,short_name,long_name,positions,main_position,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,club_id,nationality,preferred_foot,weak_foot,skill_moves,intl_reputation,pace,shooting,passing,dribbling,defending,physic,face_url
256501,E. Roldán,Enzo Martín Roldán,"CM, CDM",CM,67,74,2000000,5000,24,08/12/2000,176,72,353,112689,Argentina,Right,3,3,1,73,65,67,65,61,61,https://cdn.sofifa.net/players/256/501/26_120.png
228859,I. Lidberg,Isac Alexi Sivert Lidberg,"ST, LM, LW",ST,73,74,3600000,18000,26,08/09/1998,185,83,20,110502,Sweden,Right,4,3,1,80,71,58,69,40,81,https://cdn.sofifa.net/players/228/859/26_120.png
234769,Juanpe,Juan Pedro Jiménez Melero,"CM, CDM",CM,65,65,700000,2000,29,31/01/1996,183,72,54,573,Spain,Right,3,2,1,71,62,65,64,60,73,https://cdn.sofifa.net/players/234/769/26_120.png
262968,A. Brown,Archibald Norman Brown,"LB, LM",LB,71,76,2600000,24000,23,28/05/2002,190,86,68,326,England,Left,3,3,1,85,48,65,71,62,79,https://cdn.sofifa.net/players/262/968/26_120.png
244800,Kim Moon Hwan,Moon-hwan Kim김문환,"RB, RM",RB,69,69,1200000,5000,29,01/08/1995,173,64,83,980,Korea Republic,Right,3,3,1,83,53,60,69,62,68,https://cdn.sofifa.net/players/244/800/26_120.png
247368,J. Barinaga,Juan Ignacio Barinaga,"RB, RM",RB,71,78,3600000,10000,24,10/10/2000,176,75,353,1877,Argentina,Right,2,2,1,71,48,64,65,68,71,https://cdn.sofifa.net/players/247/368/26_120.png
232526,E. Cobbaut,Elias Cobbaut,CB,CB,73,76,3500000,18000,27,24/11/1997,188,78,319,267,Belgium,Left,4,2,1,68,41,69,68,71,78,https://cdn.sofifa.net/players/232/526/26_120.png
245598,I. Baba,Iddrisu Baba Mohammed,"CDM, CM, CB",CDM,71,71,1600000,7000,29,22/01/1996,182,77,54,1861,Ghana,Right,4,2,1,58,64,62,67,67,75,https://cdn.sofifa.net/players/245/598/26_120.png
261987,Antonio Blanco,Antonio Blanco Conde,"CDM, CM",CDM,74,81,8000000,20000,24,23/07/2000,176,68,53,463,Spain,Right,3,3,1,46,59,72,67,70,62,https://cdn.sofifa.net/players/261/987/26_120.png
258931,H. Roberts,Hayden Roberts,"LB, CB",LB,69,75,2100000,15000,23,10/05/2002,175,68,14,1919,England,Left,3,2,1,71,47,64,66,65,70,https://cdn.sofifa.net/players/258/931/26_120.png
240503,T. Okou,Teddy Léo Junior Okou,"RW, RM, ST",RW,70,70,1700000,11000,27,15/05/1998,166,64,350,113037,France,Left,4,4,1,90,68,60,73,31,64,https://cdn.sofifa.net/players/240/503/26_120.png
269953,B. Miovski,Bojan MiovskiБојан Миовски,ST,ST,72,75,3100000,38000,26,24/06/1999,189,76,50,86,North Macedonia,Left,4,3,1,73,72,62,71,29,72,https://cdn.sofifa.net/players/269/953/26_120.png
262788,M. Sivis,Maxime Sivis,"RB, RM",RB,67,67,975000,2000,27,01/04/1998,180,73,330,100757,France,Right,2,2,1,74,58,60,64,63,72,https://cdn.sofifa.net/players/262/788/26_120.png
264324,Daniel Penha,Daniel dos Santos Penha,"CAM, CM, RM, ST",CAM,70,73,2100000,7000,26,17/10/1998,170,68,2012,132305,Brazil,Left,3,4,1,71,67,71,72,43,60,https://cdn.sofifa.net/players/264/324/26_120.png
225931,M. Duelund,Mikkel Duelund Poulsen,"CAM, CM, LW",CAM,66,66,850000,5000,28,29/06/1997,178,74,1,822,Denmark,Right,4,3,1,67,63,66,68,54,62,https://cdn.sofifa.net/players/225/931/26_120.png
235156,J. Dunne,James Gerard Dunne,"RB, CB",RB,73,74,3200000,26000,27,19/10/1997,191,75,14,15,Republic of Ireland,Right,4,2,1,64,46,64,67,73,80,https://cdn.sofifa.net/players/235/156/26_120.png
248729,G. Isaksen,Gustav Tang Isaksen,"RM, RW",RM,76,79,10000000,26000,24,19/04/2001,178,65,31,46,Denmark,Left,4,3,1,88,72,67,78,40,48,https://cdn.sofifa.net/players/248/729/26_120.png
233379,N. Castro,Niklas Fernando Nygård Castro,"LW, LM",LW,69,69,1400000,5000,29,08/01/1996,173,72,41,919,Chile,Right,3,4,1,74,66,65,70,42,64,https://cdn.sofifa.net/players/233/379/26_120.png
243876,M. Frøkjær,Mads Frøkjær-Jensen,"CAM, CM",CAM,72,75,3100000,14000,25,29/07/1999,186,79,14,1801,Denmark,Right,2,4,1,62,66,70,74,48,64,https://cdn.sofifa.net/players/243/876/26_120.png
74406,T. Berti,Tommaso Berti,"CM, CAM",CM,66,77,1900000,1000,21,07/02/2004,171,70,32,110915,Italy,Right,3,3,1,68,62,68,72,50,58,https://cdn.sofifa.net/players/074/406/26_120.png
246959,L. Musonda,Lubambo Musonda,"RM, LB, CAM, RB",RM,68,68,1200000,8000,30,01/03/1995,171,66,20,110588,Zambia,Right,5,3,1,86,60,61,70,58,63,https://cdn.sofifa.net/players/246/959/26_120.png
211381,S. Boufal,Sofiane Boufalسفيان بوفال,"CAM, LM, ST, CM",CAM,74,74,3500000,21000,31,17/09/1993,175,70,350,2014,Morocco,Right,4,4,1,74,69,71,79,29,58,https://cdn.sofifa.net/players/211/381/26_120.png
271544,O. Yatsyk,Oleksandr YatsykЯцик Олександр Олександрович,CM,CM,69,77,3100000,10000,22,03/01/2003,182,70,13,101047,Ukraine,Right,3,2,1,66,57,65,72,63,65,https://cdn.sofifa.net/players/271/544/26_120.png
246723,B. Wiredu,Brendan Nana Akwasi Sarpong Wiredu,"CB, CM, CDM",CB,65,67,800000,1000,25,07/11/1999,191,86,60,1929,England,Right,3,2,1,79,56,58,63,63,75,https://cdn.sofifa.net/players/246/723/26_120.png
218066,A. Samatta,Mbwana Ally Samatta,ST,ST,72,72,1900000,13000,32,23/12/1992,183,75,16,1738,Tanzania,Right,4,3,1,75,70,62,68,37,73,https://cdn.sofifa.net/players/218/066/26_120.png
225237,J. Ouro Ortmark,Jacob Åke Stefan Ortmark,"CM, CDM, CAM",CM,65,65,750000,3000,27,29/08/1997,176,77,56,708,Sweden,Right,3,3,1,67,58,64,68,59,66,https://cdn.sofifa.net/players/225/237/26_120.png
226035,J. Morris,Jordan Perry Morris,"ST, LM, LW",ST,72,72,2300000,8000,30,26/10/1994,183,82,39,111144,United States,Right,3,2,1,79,69,61,67,38,80,https://cdn.sofifa.net/players/226/035/26_120.png
268790,G. Piccinini,Gabriele Piccinini,CM,CM,68,75,2400000,5000,24,06/04/2001,184,78,31,110738,Italy,Right,3,2,1,65,58,67,69,61,70,https://cdn.sofifa.net/players/268/790/26_120.png
241915,S. Sørløkk,Sondre Sørløkk,"ST, CM, LM, CAM",ST,66,66,875000,2000,28,08/05/1997,187,78,41,2041,Norway,Right,4,2,1,81,63,59,64,54,75,https://cdn.sofifa.net/players/241/915/26_120.png
223740,Eguaras,Íñigo Eguaras Álvarez,"CDM, CM",CDM,70,70,800000,5000,33,07/03/1992,181,78,17,111276,Spain,Right,3,2,1,49,56,69,65,67,66,https://cdn.sofifa.net/players/223/740/26_120.png
222724,M. Benson,Benson Manuel Hedilazio,"RM, RW",RM,73,73,3100000,42000,28,28/03/1997,166,70,14,1960,Angola,Left,4,4,1,82,70,69,78,35,44,https://cdn.sofifa.net/players/222/724/26_120.png
229636,G. Pereiro,Gastón Rodrigo Pereiro López,"ST, CAM",ST,68,68,1200000,3000,30,11/06/1995,188,79,32,1848,Uruguay,Left,3,4,1,71,69,70,68,39,62,https://cdn.sofifa.net/players/229/636/26_120.png
256545,A. Bajić,Ante Bajic,"RM, ST, RW",RM,66,66,850000,5000,29,22/08/1995,183,78,19,780,Austria,Right,3,2,1,84,64,62,64,49,68,https://cdn.sofifa.net/players/256/545/26_120.png
247844,Lee Jae Won,Jae-won Lee이재원,"CM, CDM, RB",CM,69,69,1400000,4000,28,21/02/1997,173,66,83,112558,Korea Republic,Right,4,3,1,67,59,63,68,60,70,https://cdn.sofifa.net/players/247/844/26_120.png
202048,C. Coady,Conor David Coady,CB,CB,72,72,1500000,31000,32,25/02/1993,186,80,14,1947,England,Right,3,2,1,43,56,71,64,74,66,https://cdn.sofifa.net/players/202/048/26_120.png
192071,M. D'Alessandro,Marco D'Alessandro,"LM, RM, LW",LM,70,70,750000,3000,34,17/02/1991,173,65,32,110908,Italy,Right,3,3,1,83,58,66,76,57,44,https://cdn.sofifa.net/players/192/071/26_120.png
202316,T. Chandler,Timothy Chandler,"RB, RM",RB,64,64,180000,6000,35,29/03/1990,187,84,19,1824,United States,Right,4,2,1,38,67,68,64,69,66,https://cdn.sofifa.net/players/202/316/26_120.png
232271,M. Cotali,Matteo Cotali,"LM, LB",LM,67,67,1000000,2000,28,22/04/1997,177,72,32,1744,Italy,Left,3,3,1,74,50,63,68,62,65,https://cdn.sofifa.net/players/232/271/26_120.png
262480,R. Ilie,Rareş Ilie,"LM, CM, CAM, LW",LM,69,78,3100000,11000,22,19/04/2003,185,75,32,1746,Romania,Right,3,3,1,78,63,65,71,41,63,https://cdn.sofifa.net/players/262/480/26_120.png
256598,S. Auklend,Sondre Auklend,"CAM, CM, LW",CAM,66,77,1900000,3000,22,10/06/2003,172,67,41,918,Norway,Right,2,3,1,76,61,63,68,57,65,https://cdn.sofifa.net/players/256/598/26_120.png
256602,S. Navarro,Sebastián Navarro Otalora,"CAM, CM",CAM,69,74,2100000,11000,24,15/07/2000,186,74,336,101099,Colombia,Right,3,3,1,69,65,65,68,58,62,https://cdn.sofifa.net/players/256/602/26_120.png
253810,R. Guarderas,Rafael Nicanor Guarderas Saravia,"CDM, CM",CDM,67,67,725000,6000,31,12/09/1993,176,76,2020,114598,Peru,Left,3,2,1,66,58,62,66,66,66,https://cdn.sofifa.net/players/253/810/26_120.png
248443,O. Perianu,Ovidiu Ioan Perianu,"CDM, CM",CDM,64,69,800000,2000,23,16/04/2002,180,76,330,110816,Romania,Right,3,2,1,72,53,60,63,61,72,https://cdn.sofifa.net/players/248/443/26_120.png
70786,J. King,Joshua David Steven King,"CM, CDM, CAM",CM,68,83,2800000,20000,18,03/01/2007,173,66,13,144,England,Right,4,3,1,67,63,67,71,61,58,https://cdn.sofifa.net/players/070/786/26_120.png
72834,G. Leone,Giuseppe Leone,"CM, CDM",CM,69,74,2100000,2000,24,05/05/2001,183,76,32,112124,Italy,Right,3,2,1,67,59,66,66,65,67,https://cdn.sofifa.net/players/072/834/26_120.png
257164,A. Ghion,Andrea Ghion,CM,CM,69,72,1800000,10000,25,23/02/2000,174,70,32,1746,Italy,Right,2,2,1,62,55,68,71,65,65,https://cdn.sofifa.net/players/257/164/26_120.png
251790,H. Rafia,Hamza Rafiaحمزة رفيعة,"CM, CAM",CM,68,71,1600000,6000,26,22/04/1999,178,75,31,347,Tunisia,Right,3,3,1,60,67,68,74,48,63,https://cdn.sofifa.net/players/251/790/26_120.png
263845,Park Seung Wook,Seung-wook Park박승욱,"CB, RB, RM",CB,71,71,1600000,8000,28,07/05/1997,184,78,83,1474,Korea Republic,Right,4,2,1,76,42,64,64,69,81,https://cdn.sofifa.net/players/263/845/26_120.png
213933,L. Wahlqvist Egnell,Rolf Linus Wahlqvist Egnell,RB,RB,70,70,1400000,6000,28,11/11/1996,184,80,66,110746,Sweden,Right,2,2,1,86,51,62,64,63,80,https://cdn.sofifa.net/players/213/933/26_120.png
246960,M. Ihattaren,Mohamed Amine Ihattaren,"CAM, RM, CM",CAM,71,78,3800000,6000,23,12/02/2002,183,77,10,634,Morocco,Left,2,4,1,56,66,72,75,41,68,https://cdn.sofifa.net/players/246/960/26_120.png
221896,D. Avdijaj,Donis Avdijaj,"CAM, LM, ST, CM",CAM,69,69,1400000,9000,28,25/08/1996,173,69,19,111822,Kosovo,Right,4,4,1,80,68,66,73,26,71,https://cdn.sofifa.net/players/221/896/26_120.png
210386,K. Peterson,Kristoffer Paul Peterson,"LM, RM, LW",LM,69,69,1300000,6000,30,28/11/1994,185,78,10,634,Sweden,Right,3,4,1,78,70,64,72,35,61,https://cdn.sofifa.net/players/210/386/26_120.png
276946,T. Jabol-Folcarelli,Tim Jabol-Folcarelli,"CM, CDM",CM,69,74,2000000,22000,25,06/12/1999,187,77,68,436,France,Right,3,2,1,66,56,66,67,64,71,https://cdn.sofifa.net/players/276/946/26_120.png
260056,T. Segovia,Telasco José Segovia Pérez,"CM, LM",CM,69,79,3100000,4000,22,02/04/2003,180,73,39,112893,Venezuela,Right,3,3,1,71,66,65,69,58,66,https://cdn.sofifa.net/players/260/056/26_120.png
261336,J. Philogene,Jaden Philogene-Bidace,"LM, RM, LW",LM,75,81,9000000,42000,23,08/02/2002,179,67,14,94,England,Right,5,4,1,82,71,69,78,37,59,https://cdn.sofifa.net/players/261/336/26_120.png
248057,O. Bic,Ovidiu Alexandru Bic,"CDM, CM, LM, CAM",CDM,68,68,850000,3000,31,23/02/1994,179,75,330,110751,Romania,Right,3,2,1,68,56,61,64,63,76,https://cdn.sofifa.net/players/248/057/26_120.png
231942,Han Chan Hee,Chan-hee Han한찬희 韩赞熙,"CM, CDM",CM,65,65,725000,2000,28,17/03/1997,181,75,83,112558,Korea Republic,Right,3,3,1,66,59,65,66,52,69,https://cdn.sofifa.net/players/231/942/26_120.png
210695,H. Aleesami,Haitam Aleesami,"CB, LB, LM",CB,68,68,575000,4000,33,31/07/1991,183,81,41,918,Norway,Left,3,2,1,64,56,64,60,67,74,https://cdn.sofifa.net/players/210/695/26_120.png
251187,P. Dwomoh,Pierre Junior Dwomoh,"CM, CDM",CM,68,78,2700000,12000,21,21/06/2004,185,70,14,1795,Belgium,Right,3,4,1,72,56,67,73,56,71,https://cdn.sofifa.net/players/251/187/26_120.png
205897,N. Chalobah,Nathaniel Nyakie Chalobah,"CDM, CM",CDM,69,69,1200000,6000,30,12/12/1994,187,80,14,1807,England,Right,3,3,1,51,61,64,67,68,72,https://cdn.sofifa.net/players/205/897/26_120.png
254537,D. Ólafsson,Davíð Kristján Ólafsson,"LB, LM",LB,68,68,1000000,5000,30,15/05/1995,184,81,66,110747,Iceland,Left,3,2,1,76,55,65,65,61,72,https://cdn.sofifa.net/players/254/537/26_120.png
245341,C. Bassett,Cole John Bassett,"CAM, CM, CDM",CAM,70,77,3200000,5000,23,28/07/2001,180,67,39,694,United States,Right,4,3,1,68,62,67,69,59,65,https://cdn.sofifa.net/players/245/341/26_120.png
271461,B. Onyemaechi,Sopuruchukwu Bruno Onyemaechi,"LB, LM",LB,72,75,2800000,20000,26,03/04/1999,183,80,2012,280,Nigeria,Left,1,2,1,80,47,64,67,69,72,https://cdn.sofifa.net/players/271/461/26_120.png
215399,Rúben Vezo,Rúben Miguel Nunes Vezo,"RB, CB",RB,71,71,1400000,19000,31,25/04/1994,183,80,2012,280,Portugal,Right,2,2,1,68,54,62,64,71,73,https://cdn.sofifa.net/players/215/399/26_120.png
221801,Liao Lisheng,Liao Lisheng廖力生,"CM, CDM",CM,62,62,325000,5000,32,29/04/1993,180,70,2012,131487,China PR,Right,3,3,1,70,61,61,64,63,62,https://cdn.sofifa.net/players/221/801/26_120.png
277618,A. Friday,Adams Friday,"RB, RM, RW",RB,67,74,2000000,1000,22,23/11/2002,174,70,330,110752,Nigeria,Right,4,3,1,87,59,60,69,60,62,https://cdn.sofifa.net/players/277/618/26_120.png
212602,Diego Llorente,Diego Javier Llorente Ríos,CB,CB,80,80,14500000,35000,31,16/08/1993,186,75,53,449,Spain,Right,3,2,2,64,41,63,69,81,76,https://cdn.sofifa.net/players/212/602/26_120.png
203138,J. Scowen,Joshua Charles Scowen,"CDM, CM",CDM,67,67,675000,2000,32,28/03/1993,178,74,60,1933,England,Right,3,2,1,58,55,63,65,64,73,https://cdn.sofifa.net/players/203/138/26_120.png
253833,A. González,Agustín González Pereira,"CAM, CM, LM",CAM,66,66,850000,9000,28,25/01/1997,175,65,2020,111011,Uruguay,Left,2,3,1,72,64,62,67,55,70,https://cdn.sofifa.net/players/253/833/26_120.png
210826,F. Gallegos,Luis Felipe Gallegos Leiva,"CM, CDM, CAM",CM,65,65,450000,2000,33,03/12/1991,173,68,351,131739,Chile,Left,3,3,1,77,56,63,68,59,73,https://cdn.sofifa.net/players/210/826/26_120.png
205989,C. Chambers,Calum Chambers,"CB, CDM",CB,71,71,1500000,4000,30,20/01/1995,182,77,60,1961,England,Right,3,2,1,50,56,67,65,71,70,https://cdn.sofifa.net/players/205/989/26_120.png
220085,L. Waldschmidt,Gian-Luca Waldschmidt,"CAM, ST, CM",CAM,72,72,2300000,19000,29,19/05/1996,181,74,19,31,Germany,Left,3,3,1,68,75,68,74,29,59,https://cdn.sofifa.net/players/220/085/26_120.png
203733,José Ángel,José Ángel Jurado de la Torre,"CDM, CM, CB",CDM,69,69,700000,5000,33,21/06/1992,183,65,54,242,Spain,Left,3,2,1,59,60,64,64,64,73,https://cdn.sofifa.net/players/203/733/26_120.png
272599,T. Ollila,Tuomas Ollila,"LB, LM",LB,68,73,1600000,18000,25,25/04/2000,174,68,16,111817,Finland,Left,2,2,1,79,57,64,63,63,66,https://cdn.sofifa.net/players/272/599/26_120.png
210401,C. Donis,Christos DonisΧρήστος Δώνης,"CDM, CM",CDM,64,64,500000,2000,30,09/10/1994,184,75,66,111088,Greece,Right,3,3,1,69,62,63,65,59,72,https://cdn.sofifa.net/players/210/401/26_120.png
73718,Chan Shinichi,Shinichi Chan陳晉一,"LB, CB, LM",LB,67,75,2200000,7000,22,05/09/2002,185,80,2012,110955,Hong Kong,Left,3,2,1,81,51,61,66,60,76,https://cdn.sofifa.net/players/073/718/26_120.png
256782,S. Nanasi,Algot Sebastian Nanasi,"CAM, LM, CM",CAM,76,83,15000000,40000,23,16/05/2002,178,71,16,76,Sweden,Right,3,4,1,70,65,74,80,32,64,https://cdn.sofifa.net/players/256/782/26_120.png
274448,M. Tielemans,Mathijs Tielemans,"CM, CDM",CM,68,74,1900000,7000,23,26/04/2002,179,63,10,1971,Netherlands,Right,4,2,1,68,59,67,67,59,64,https://cdn.sofifa.net/players/274/448/26_120.png
260638,B. Elmaz,Bartuğ Elmaz,"CDM, CM",CDM,66,75,1800000,13000,22,19/02/2003,179,67,68,326,Türkiye,Right,4,3,1,60,56,66,68,61,58,https://cdn.sofifa.net/players/260/638/26_120.png
251191,J. Allevinah,Jim Émilien Ngowet Allevinah,"RM, LM, RW",RM,72,72,2300000,12000,30,27/02/1995,172,70,16,1530,Gabon,Right,4,3,1,82,69,66,73,47,50,https://cdn.sofifa.net/players/251/191/26_120.png
225100,J. Gomez,Joseph Dave Gomez,"CB, RB, LB, RM",CB,79,80,16500000,95000,28,23/05/1997,188,77,13,9,England,Right,3,3,2,74,29,70,71,79,73,https://cdn.sofifa.net/players/225/100/26_120.png
207440,F. Fragapane,Franco Rodrigo Fragapane,"LM, CAM, CM, LW",LM,70,70,1300000,8000,32,06/02/1993,167,66,353,111716,Argentina,Right,3,3,1,87,64,66,74,40,55,https://cdn.sofifa.net/players/207/440/26_120.png
219259,R. Brown,Reece Brown,"CM, CDM",CM,62,62,400000,950,29,03/03/1996,175,78,61,110890,England,Right,4,3,1,78,59,62,66,57,63,https://cdn.sofifa.net/players/219/259/26_120.png
258685,J. Muleka,Jackson Muleka Kyanvubu,"ST, RW, CAM",ST,70,73,2100000,12000,25,04/10/1999,180,80,68,101033,Congo DR,Right,3,3,1,81,69,59,71,36,75,https://cdn.sofifa.net/players/258/685/26_120.png
246145,I. Aliseda,Ignacio Santiago Aliseda,"LM, ST, LW",LM,72,74,2900000,16000,25,14/03/2000,168,77,337,112716,Argentina,Left,4,4,1,86,69,66,74,36,61,https://cdn.sofifa.net/players/246/145/26_120.png
278660,Zine,Ambrosini António Cabaça Salvador,"ST, LW, RW",ST,72,80,5500000,19000,22,03/07/2002,181,78,2012,278,Angola,Right,3,3,1,93,67,59,73,35,68,https://cdn.sofifa.net/players/278/660/26_120.png
189060,A. Dragović,Aleksandar Dragović,CB,CB,74,74,1400000,12000,34,06/03/1991,186,84,19,256,Austria,Right,4,2,2,50,51,63,63,76,76,https://cdn.sofifa.net/players/189/060/26_120.png
243604,Juan Cruz,Juan Cruz Díaz Espósito,"RM, LM, RB",RM,76,79,10000000,14000,25,25/04/2000,177,72,54,100888,Spain,Left,3,3,1,78,73,73,77,32,50,https://cdn.sofifa.net/players/243/604/26_120.png
192678,Kike García,Enrique García Martínez,ST,ST,76,76,3200000,19000,35,25/11/1989,186,79,53,452,Spain,Right,4,3,1,42,80,65,73,44,71,https://cdn.sofifa.net/players/192/678/26_120.png
266155,G. Hall,George Cardinal Joseph Hall,"CM, CAM",CM,62,71,875000,600,20,15/07/2004,178,70,60,1928,England,Right,3,3,1,87,58,62,66,57,65,https://cdn.sofifa.net/players/266/155/26_120.png
235754,Borja Herrera,Borja Herrera González,"CAM, LB, CM",CAM,67,67,800000,1000,32,08/01/1993,176,70,2012,113298,Spain,Left,2,3,1,64,64,67,68,61,58,https://cdn.sofifa.net/players/235/754/26_120.png
73964,S. 't Zand,Shiloh Kiesar 't Zand,"CAM, LW, CM",CAM,67,78,2300000,6000,22,14/05/2003,177,68,10,246,Suriname,Right,4,4,1,63,67,63,71,51,66,https://cdn.sofifa.net/players/073/964/26_120.png
238578,Lee Jin Hyun,Jin-hyun Lee이진현,"CAM, LM, CM",CAM,65,65,750000,3000,27,26/08/1997,173,65,83,1473,Korea Republic,Left,3,4,1,79,55,66,70,53,61,https://cdn.sofifa.net/players/238/578/26_120.png
216072,G. Letizia,Gaetano Letizia,"RB, LB, RM",RB,68,68,375000,1000,35,29/06/1990,173,63,32,200,Italy,Right,4,3,1,72,56,61,66,63,68,https://cdn.sofifa.net/players/216/072/26_120.png
266253,Fresneda,Iván Fresneda Corraliza,"RB, RM, LB",RB,74,82,9000000,11000,20,20/09/2004,181,79,308,237,Spain,Right,4,3,1,79,51,60,74,72,70,https://cdn.sofifa.net/players/266/253/26_120.png
246809,Marc Aguado,Marc Aguado Pallarés,"CDM, CM",CDM,70,77,2900000,13000,25,22/02/2000,178,68,53,468,Spain,Left,3,2,1,65,54,68,65,68,62,https://cdn.sofifa.net/players/246/809/26_120.png
70690,J. Saralegui,Jabes Esteban Saralegui,"RM, CM, RW",RM,67,75,2300000,7000,22,12/04/2003,181,75,353,111715,Argentina,Right,3,3,1,73,57,64,68,57,66,https://cdn.sofifa.net/players/070/690/26_120.png
252706,E. López,Elías Sebastián López,"RB, RM",RB,68,71,1500000,5000,24,08/07/2000,175,76,353,111022,Argentina,Right,3,3,1,84,52,61,71,60,72,https://cdn.sofifa.net/players/252/706/26_120.png
225317,K. Nisbet,Kevin Nisbet,ST,ST,71,71,1900000,7000,28,08/03/1997,180,75,50,77,Scotland,Right,3,3,1,65,72,62,69,37,71,https://cdn.sofifa.net/players/225/317/26_120.png
278567,João Costa,João Gabriel e Costa Cesco,"RM, LM, LB, RB",RM,71,86,4500000,14000,20,28/03/2005,178,69,350,112096,Brazil,Left,3,3,1,87,69,63,72,42,57,https://cdn.sofifa.net/players/278/567/26_120.png
244780,E. Masciangelo,Edoardo Masciangelo,"LB, LM",LB,67,67,925000,2000,28,08/07/1996,177,69,32,111657,Italy,Left,3,3,1,80,55,64,67,62,61,https://cdn.sofifa.net/players/244/780/26_120.png
239669,J. Levi,Jonathan Alberto Levi,"RW, RM",RW,72,72,2300000,19000,29,23/01/1996,185,75,64,1874,Sweden,Left,3,3,1,79,71,68,69,37,64,https://cdn.sofifa.net/players/239/669/26_120.png
181318,A. Ekdal,Albin Ekdal,"CDM, CM",CDM,68,68,350000,4000,35,28/07/1989,188,82,56,710,Sweden,Right,3,3,1,35,65,69,67,65,71,https://cdn.sofifa.net/players/181/318/26_120.png
238157,M. Roerslev,Mads Roerslev Rasmussen,"RB, RM",RB,73,75,3500000,39000,26,24/06/1999,184,67,14,17,Denmark,Right,3,3,1,68,45,69,70,70,69,https://cdn.sofifa.net/players/238/157/26_120.png
264272,O. Özçiçek,Ogün Özçiçek,"CM, CDM",CM,66,69,1100000,6000,26,24/01/1999,172,69,68,110776,Türkiye,Right,4,3,1,67,57,66,70,63,59,https://cdn.sofifa.net/players/264/272/26_120.png
226130,F. Miguel,Florian Jérémie Miguel,"LB, LM",LB,70,70,1400000,5000,28,01/09/1996,179,70,54,10846,France,Left,2,2,1,70,53,61,67,68,75,https://cdn.sofifa.net/players/226/130/26_120.png
255590,T. Seko,Tatsuki Seko瀬古 樹,"CDM, CM",CDM,68,69,1200000,15000,27,22/12/1997,175,69,14,1806,Japan,Right,3,2,1,65,54,69,68,63,67,https://cdn.sofifa.net/players/255/590/26_120.png
246127,P. Will,Paul Will,"CDM, CM, CB",CDM,68,73,1600000,10000,26,01/03/1999,185,77,20,110502,Germany,Left,4,3,1,67,51,66,64,63,78,https://cdn.sofifa.net/players/246/127/26_120.png
225654,J. Düker,Julius Düker,"CAM, ST, CM",CAM,65,65,700000,600,29,04/01/1996,188,80,2076,110678,Germany,Left,3,3,1,63,61,64,66,59,75,https://cdn.sofifa.net/players/225/654/26_120.png
277902,L. Tómasson,Logi Tómasson,"LB, LM",LB,67,72,1400000,9000,24,13/09/2000,187,80,68,748,Iceland,Left,3,3,1,80,58,62,65,61,71,https://cdn.sofifa.net/players/277/902/26_120.png
252861,S. Russo,Stefano Russo,"CDM, CM, CB",CDM,68,74,1700000,9000,25,29/06/2000,183,75,20,159,Germany,Right,3,2,1,68,53,61,62,66,77,https://cdn.sofifa.net/players/252/861/26_120.png
243673,Park Jin Seob,Jin-seob Park박진섭,"CB, CDM, CM",CB,71,71,1600000,8000,29,23/10/1995,184,80,83,1477,Korea Republic,Right,3,2,1,70,54,60,62,69,84,https://cdn.sofifa.net/players/243/673/26_120.png
258781,I. Zabarnyi,Illia ZabarnyiЗабарний Ілля Борисович,CB,CB,79,84,24500000,65000,22,01/09/2002,189,80,16,73,Ukraine,Right,3,2,1,80,37,64,64,80,78,https://cdn.sofifa.net/players/258/781/26_120.png
260843,A. Zaroury,Anass Zarouryأنس الزعروري,"LW, CAM, LM",LW,74,79,6500000,19000,24,07/11/2000,176,74,2012,1884,Morocco,Right,5,4,1,84,70,69,77,27,61,https://cdn.sofifa.net/players/260/843/26_120.png
244723,Felipe Silva,Felipe de Sousa Silva,ST,ST,73,73,1900000,18000,33,03/04/1992,193,90,2012,116360,Brazil,Left,4,3,1,76,72,60,68,28,85,https://cdn.sofifa.net/players/244/723/26_120.png
236532,R. Koch,Robin Leon Koch,CB,CB,82,82,26500000,45000,28,17/07/1996,192,85,19,1824,Germany,Right,4,2,3,66,44,63,66,83,81,https://cdn.sofifa.net/players/236/532/26_120.png
246263,M. Weigandt,Marcelo Alexis Weigandt,"RB, RM, RW",RB,69,73,1800000,9000,25,11/01/2000,175,72,39,112893,Argentina,Right,2,3,1,78,47,57,67,65,76,https://cdn.sofifa.net/players/246/263/26_120.png
252936,A. Flips,Alexis Laurent Patrice Roger Flips,"LM, CAM, RM, LW",LM,70,73,2100000,16000,25,18/01/2000,173,65,350,229,France,Right,3,3,1,71,66,69,71,45,64,https://cdn.sofifa.net/players/252/936/26_120.png
262666,P. Treu,Philipp Treu,"LB, LM, RB",LB,74,79,6000000,20000,24,03/12/2000,172,68,19,25,Germany,Right,3,3,1,81,45,67,76,65,66,https://cdn.sofifa.net/players/262/666/26_120.png
261145,D. Špikić,Dario Špikić,"RW, RM, LW",RW,69,69,1500000,7000,26,22/03/1999,183,79,308,744,Croatia,Right,4,4,1,83,65,62,73,52,60,https://cdn.sofifa.net/players/261/145/26_120.png
219167,S. Vittor,Sergio Javier Vittor,CB,CB,70,70,275000,6000,36,09/06/1989,189,86,353,110404,Argentina,Right,3,2,1,43,63,63,62,70,78,https://cdn.sofifa.net/players/219/167/26_120.png
